Transaction_ID,Date,Customer_ID,Age,Gender,Region,Product,Quantity,Stock_Level,Purchase_Frequency,Category,Unit_Price,Total_Sales,Low_Stock_Flag,Age_Category
TXN000695,2023-03-29,CUST02165,54,Female,West,Tablet,3,228,2,Computers,18000,54000,Sufficient,Middle-Aged
TXN000696,2024-10-10,CUST03919,49,Female,North,Smartwatch,3,221,5,Wearables,6000,18000,Sufficient,Middle-Aged
TXN000697,2024-12-09,CUST03201,39,Male,North,Monitor,3,76,4,Computers,19000,57000,Sufficient,Adult
TXN000698,2023-10-16,CUST02854,64,Male,North,Headphones,1,226,2,Accessories,1500,1500,Sufficient,Senior
TXN000699,2023-03-17,CUST03280,51,Male,North,Monitor,1,20,4,Computers,24000,24000,Sufficient,Middle-Aged
TXN000700,2023-10-14,CUST04693,38,Male,North,Laptop,3,114,4,Computers,75000,225000,Sufficient,Adult
TXN000701,2023-08-13,CUST01193,25,Female,South,Monitor,2,277,4,Computers,24000,48000,Sufficient,Young
TXN000702,2024-07-05,CUST01000,52,Female,West,Monitor,2,136,4,Computers,19000,38000,Sufficient,Middle-Aged
TXN000703,2024-12-12,CUST00657,56,Female,North,Laptop,2,148,3,Computers,45000,90000,Sufficient,Senior
TXN000704,2023-11-07,CUST02026,48,Female,East,Camera,3,104,4,Electronics,45000,135000,Sufficient,Middle-Aged
TXN000705,2024-05-05,CUST02298,67,Male,West,Laptop,3,88,6,Computers,45000,135000,Sufficient,Senior
TXN000706,2023-03-27,CUST02328,45,Female,North,Speaker,3,94,6,Accessories,6500,19500,Sufficient,Middle-Aged
TXN000707,2024-01-30,CUST02566,29,Male,East,Headphones,2,175,5,Accessories,2500,5000,Sufficient,Adult
TXN000708,2024-06-01,CUST00752,19,Male,South,Speaker,2,5,2,Accessories,2500,5000,Low,Young
TXN000709,2023-04-24,CUST03554,48,Male,East,Monitor,3,93,6,Computers,9000,27000,Sufficient,Middle-Aged
TXN000710,2023-12-12,CUST04820,23,Male,East,Speaker,2,217,4,Accessories,2500,5000,Sufficient,Young
TXN000711,2023-06-14,CUST00668,36,Female,North,Camera,1,176,3,Electronics,45000,45000,Sufficient,Adult
TXN000712,2023-06-07,CUST00145,25,Female,West,Monitor,1,18,1,Computers,19000,19000,Low,Young
TXN000713,2023-08-29,CUST00608,22,Female,East,Monitor,2,41,2,Computers,24000,48000,Sufficient,Young
TXN000714,2024-05-15,CUST03997,51,Female,North,Camera,3,137,5,Electronics,45000,135000,Sufficient,Middle-Aged
TXN000715,2023-03-02,CUST03803,34,Female,West,Camera,3,216,3,Electronics,35000,105000,Sufficient,Adult
TXN000716,2023-09-24,CUST04892,30,Male,North,Headphones,3,181,6,Accessories,4500,13500,Sufficient,Adult
TXN000717,2024-04-03,CUST04625,61,Male,South,Smartphone,3,222,4,Electronics,18000,54000,Sufficient,Senior
TXN000718,2023-07-29,CUST00157,47,Male,West,Laptop,3,81,4,Computers,65000,195000,Sufficient,Middle-Aged
TXN000719,2023-02-20,CUST04130,50,Female,South,Headphones,1,200,5,Accessories,4500,4500,Sufficient,Middle-Aged
TXN000720,2023-07-27,CUST03233,63,Female,South,Laptop,2,118,4,Computers,55000,110000,Sufficient,Senior
TXN000721,2024-12-15,CUST04832,65,Female,East,Laptop,2,174,4,Computers,55000,110000,Sufficient,Senior
TXN000722,2023-11-02,CUST03691,53,Male,South,Laptop,2,134,4,Computers,65000,130000,Sufficient,Middle-Aged
TXN000723,2024-09-04,CUST03160,36,Male,South,Smartphone,2,218,4,Electronics,12000,24000,Sufficient,Adult
TXN000724,2023-04-20,CUST03342,25,Male,North,Smartphone,3,151,5,Electronics,28000,84000,Sufficient,Young
TXN000725,2024-03-10,CUST01683,45,Male,East,Camera,1,226,2,Electronics,25000,25000,Sufficient,Middle-Aged
TXN000726,2024-01-10,CUST04525,54,Male,West,Speaker,3,75,4,Accessories,6500,19500,Sufficient,Middle-Aged
TXN000727,2024-05-07,CUST02604,29,Female,West,Speaker,2,131,6,Accessories,2500,5000,Sufficient,Adult
TXN000728,2024-02-18,CUST02182,66,Female,East,Camera,2,181,3,Electronics,55000,110000,Sufficient,Senior
TXN000729,2024-01-03,CUST01186,68,Female,South,Laptop,3,232,3,Computers,75000,225000,Sufficient,Senior
TXN000730,2024-03-04,CUST04757,34,Male,South,Headphones,3,228,1,Accessories,1500,4500,Sufficient,Adult
TXN000731,2024-07-04,CUST00524,41,Male,West,Monitor,3,267,1,Computers,19000,57000,Sufficient,Middle-Aged
TXN000732,2024-01-30,CUST04870,58,Female,West,Monitor,3,228,6,Computers,9000,27000,Sufficient,Senior
TXN000733,2023-04-18,CUST00318,19,Female,South,Laptop,3,189,1,Computers,45000,135000,Sufficient,Young
TXN000734,2024-11-09,CUST04123,18,Female,East,Laptop,1,257,3,Computers,75000,75000,Sufficient,Young
TXN000735,2023-06-12,CUST01486,68,Female,West,Speaker,2,164,4,Accessories,8500,17000,Sufficient,Senior
TXN000736,2024-06-08,CUST03466,20,Female,East,Camera,1,174,6,Electronics,25000,25000,Sufficient,Young
TXN000737,2024-06-18,CUST00169,21,Male,East,Camera,3,106,3,Electronics,35000,105000,Sufficient,Young
TXN000738,2023-03-01,CUST00716,26,Male,West,Speaker,2,232,1,Accessories,4500,9000,Sufficient,Adult
TXN000739,2024-08-06,CUST00346,39,Female,East,Camera,3,252,6,Electronics,25000,75000,Sufficient,Adult
TXN000740,2024-06-10,CUST01926,46,Female,North,Tablet,1,34,6,Computers,22000,22000,Sufficient,Middle-Aged
TXN000741,2023-12-08,CUST02846,41,Female,East,Headphones,2,110,6,Accessories,1500,3000,Sufficient,Middle-Aged
TXN000742,2023-11-12,CUST02811,52,Female,South,Camera,3,194,1,Electronics,35000,105000,Sufficient,Middle-Aged
TXN000743,2024-11-10,CUST03872,68,Male,East,Smartphone,2,182,6,Electronics,28000,56000,Sufficient,Senior
TXN000744,2024-03-09,CUST03550,68,Female,South,Smartwatch,2,27,6,Wearables,8000,16000,Sufficient,Senior
TXN000745,2023-09-27,CUST03418,41,Female,West,Monitor,2,240,5,Computers,24000,48000,Sufficient,Middle-Aged
TXN000746,2023-08-18,CUST00704,64,Female,West,Headphones,2,241,2,Accessories,3500,7000,Sufficient,Senior
TXN000747,2023-12-28,CUST04649,35,Female,East,Laptop,2,268,2,Computers,75000,150000,Sufficient,Adult
TXN000748,2023-05-20,CUST03400,49,Female,South,Monitor,2,128,5,Computers,14000,28000,Sufficient,Middle-Aged
TXN000749,2024-03-14,CUST02426,38,Female,West,Camera,1,256,4,Electronics,35000,35000,Sufficient,Adult
TXN000750,2023-04-30,CUST00955,24,Male,West,Laptop,3,105,4,Computers,55000,165000,Sufficient,Young
TXN000751,2023-09-13,CUST00507,48,Female,North,Laptop,1,235,5,Computers,55000,55000,Sufficient,Middle-Aged
TXN000752,2023-04-25,CUST03579,18,Male,North,Laptop,3,102,3,Computers,55000,165000,Sufficient,Young
TXN000753,2023-06-22,CUST03384,44,Female,South,Laptop,2,152,2,Computers,75000,150000,Sufficient,Middle-Aged
TXN000754,2023-12-08,CUST03378,35,Male,East,Camera,3,92,2,Electronics,55000,165000,Sufficient,Adult
TXN000755,2024-09-02,CUST03836,61,Male,West,Tablet,3,185,2,Computers,27000,81000,Sufficient,Senior
TXN000756,2023-03-17,CUST01124,22,Male,West,Camera,3,5,4,Electronics,45000,135000,Low,Young
TXN000757,2024-12-04,CUST00616,59,Female,West,Smartwatch,3,191,6,Wearables,10000,30000,Sufficient,Senior
TXN000758,2023-08-12,CUST01304,39,Male,West,Smartphone,3,117,5,Electronics,12000,36000,Sufficient,Adult
TXN000759,2023-09-15,CUST04482,56,Male,North,Headphones,3,116,2,Accessories,3500,10500,Sufficient,Senior
TXN000760,2024-10-24,CUST01295,38,Male,West,Monitor,1,85,6,Computers,24000,24000,Sufficient,Adult
TXN000761,2023-06-05,CUST02107,18,Male,West,Monitor,3,12,4,Computers,9000,27000,Low,Young
TXN000762,2024-12-17,CUST02707,46,Female,East,Headphones,1,184,2,Accessories,2500,2500,Sufficient,Middle-Aged
TXN000763,2023-08-30,CUST01809,50,Female,South,Tablet,2,80,1,Computers,22000,44000,Sufficient,Middle-Aged
TXN000764,2023-10-29,CUST02419,39,Female,North,Camera,3,189,2,Electronics,25000,75000,Sufficient,Adult
TXN000765,2023-09-29,CUST02933,50,Male,West,Monitor,3,61,2,Computers,14000,42000,Sufficient,Middle-Aged
TXN000766,2023-03-30,CUST00381,50,Male,West,Headphones,2,203,5,Accessories,2500,5000,Sufficient,Middle-Aged
TXN000767,2023-12-01,CUST00630,31,Male,North,Laptop,3,101,2,Computers,75000,225000,Sufficient,Adult
TXN000768,2023-12-20,CUST03491,43,Male,West,Laptop,1,108,4,Computers,55000,55000,Sufficient,Middle-Aged
TXN000769,2024-07-26,CUST02418,22,Male,South,Tablet,2,86,3,Computers,27000,54000,Sufficient,Young
TXN000770,2024-01-29,CUST04790,35,Female,South,Tablet,1,210,2,Computers,32000,32000,Sufficient,Adult
TXN000771,2024-10-30,CUST02459,26,Female,North,Speaker,2,35,4,Accessories,4500,9000,Sufficient,Adult
TXN000772,2023-06-28,CUST01221,18,Female,South,Smartwatch,2,66,4,Wearables,8000,16000,Sufficient,Young
TXN000773,2024-04-12,CUST02055,66,Female,South,Smartphone,1,60,3,Electronics,28000,28000,Sufficient,Senior
TXN000774,2023-06-19,CUST03362,38,Female,West,Smartwatch,3,201,4,Wearables,4000,12000,Sufficient,Adult
TXN000775,2024-03-11,CUST04180,22,Female,North,Camera,1,74,5,Electronics,45000,45000,Sufficient,Young
TXN000776,2024-04-26,CUST01832,61,Female,North,Smartphone,1,19,6,Electronics,28000,28000,Low,Senior
TXN000777,2023-09-03,CUST02669,43,Female,East,Headphones,3,71,6,Accessories,4500,13500,Sufficient,Middle-Aged
TXN000778,2023-02-25,CUST03113,61,Male,East,Tablet,1,252,2,Computers,32000,32000,Sufficient,Senior
TXN000779,2024-08-26,CUST01459,61,Female,North,Monitor,3,180,3,Computers,19000,57000,Sufficient,Senior
TXN000780,2024-05-18,CUST02227,22,Female,South,Laptop,2,152,2,Computers,65000,130000,Sufficient,Young
TXN000781,2024-12-20,CUST03221,63,Female,West,Camera,1,159,3,Electronics,25000,25000,Sufficient,Senior
TXN000782,2024-08-06,CUST04920,62,Female,South,Headphones,3,137,2,Accessories,4500,13500,Sufficient,Senior
TXN000783,2024-01-17,CUST04536,69,Male,West,Camera,1,105,5,Electronics,35000,35000,Sufficient,Senior
TXN000784,2023-06-18,CUST02304,66,Female,West,Laptop,1,250,1,Computers,55000,55000,Sufficient,Senior
TXN000785,2024-02-20,CUST02057,41,Male,North,Laptop,2,119,1,Computers,75000,150000,Sufficient,Middle-Aged
TXN000786,2024-11-05,CUST01841,27,Female,North,Smartwatch,1,240,4,Wearables,10000,10000,Sufficient,Adult
TXN000787,2024-10-01,CUST01915,49,Female,North,Laptop,1,98,4,Computers,65000,65000,Sufficient,Middle-Aged
TXN000788,2023-08-19,CUST02227,23,Male,South,Headphones,2,59,5,Accessories,3500,7000,Sufficient,Young
TXN000789,2023-07-25,CUST03225,45,Female,East,Camera,2,56,4,Electronics,25000,50000,Sufficient,Middle-Aged
TXN000790,2024-03-25,CUST00451,22,Male,South,Headphones,1,26,3,Accessories,1500,1500,Sufficient,Young
TXN000791,2024-09-22,CUST02772,44,Female,West,Monitor,1,23,4,Computers,24000,24000,Sufficient,Middle-Aged
TXN000792,2024-08-07,CUST03543,45,Male,West,Tablet,2,50,4,Computers,18000,36000,Sufficient,Middle-Aged
TXN000793,2023-11-06,CUST04675,43,Female,South,Speaker,2,148,2,Accessories,2500,5000,Sufficient,Middle-Aged
TXN000794,2023-08-25,CUST02064,34,Male,West,Headphones,1,208,4,Accessories,3500,3500,Sufficient,Adult
TXN000795,2023-08-25,CUST00598,50,Female,East,Smartwatch,3,177,2,Wearables,10000,30000,Sufficient,Middle-Aged
TXN000796,2024-03-24,CUST00667,36,Male,North,Headphones,1,14,1,Accessories,4500,4500,Low,Adult
TXN000797,2024-03-05,CUST02749,60,Male,West,Camera,3,149,6,Electronics,25000,75000,Sufficient,Senior
TXN000798,2023-01-08,CUST04028,56,Female,North,Speaker,3,227,5,Accessories,4500,13500,Sufficient,Senior
TXN000799,2023-12-13,CUST00279,48,Female,West,Smartwatch,2,189,3,Wearables,10000,20000,Sufficient,Middle-Aged
TXN000800,2023-06-11,CUST01987,60,Male,South,Camera,2,26,1,Electronics,35000,70000,Sufficient,Senior
TXN000801,2023-04-04,CUST04240,24,Female,North,Smartphone,1,31,5,Electronics,28000,28000,Sufficient,Young
TXN000802,2024-08-08,CUST01465,43,Male,West,Speaker,3,23,2,Accessories,6500,19500,Sufficient,Middle-Aged
TXN000803,2024-11-01,CUST03371,24,Male,North,Headphones,3,295,2,Accessories,4500,13500,Sufficient,Young
TXN000804,2024-12-16,CUST00865,20,Female,North,Smartwatch,1,262,1,Wearables,4000,4000,Sufficient,Young
TXN000805,2023-05-29,CUST01806,38,Female,North,Headphones,3,201,5,Accessories,1500,4500,Sufficient,Adult
TXN000806,2024-05-06,CUST00888,40,Female,West,Speaker,3,223,4,Accessories,6500,19500,Sufficient,Adult
TXN000807,2024-07-04,CUST00975,18,Female,North,Monitor,3,205,4,Computers,14000,42000,Sufficient,Young
TXN000808,2023-04-24,CUST01199,49,Female,East,Smartwatch,3,196,5,Wearables,8000,24000,Sufficient,Middle-Aged
TXN000809,2023-07-09,CUST02744,31,Female,North,Headphones,2,251,2,Accessories,2500,5000,Sufficient,Adult
TXN000810,2024-04-19,CUST00243,25,Male,North,Camera,3,38,5,Electronics,25000,75000,Sufficient,Young
TXN000811,2024-06-29,CUST03069,21,Male,East,Smartphone,2,129,2,Electronics,18000,36000,Sufficient,Young
TXN000812,2024-03-17,CUST02516,20,Female,East,Tablet,2,34,1,Computers,27000,54000,Sufficient,Young
TXN000813,2024-01-07,CUST03338,47,Female,South,Laptop,1,204,2,Computers,45000,45000,Sufficient,Middle-Aged
TXN000814,2024-03-02,CUST03888,65,Female,East,Monitor,2,162,2,Computers,14000,28000,Sufficient,Senior
TXN000815,2023-04-08,CUST04488,48,Male,North,Smartphone,1,281,5,Electronics,22000,22000,Sufficient,Middle-Aged
TXN000816,2024-08-28,CUST01641,27,Female,South,Headphones,3,244,4,Accessories,4500,13500,Sufficient,Adult
TXN000817,2023-02-27,CUST01827,34,Female,East,Monitor,1,273,2,Computers,24000,24000,Sufficient,Adult
TXN000818,2023-03-03,CUST03584,48,Female,West,Smartwatch,2,267,1,Wearables,10000,20000,Sufficient,Middle-Aged
TXN000819,2023-05-17,CUST04139,42,Female,North,Smartphone,2,25,4,Electronics,12000,24000,Sufficient,Middle-Aged
TXN000820,2024-07-18,CUST04850,29,Male,South,Smartwatch,1,124,4,Wearables,4000,4000,Sufficient,Adult
TXN000821,2024-06-13,CUST04448,39,Male,West,Headphones,3,190,2,Accessories,2500,7500,Sufficient,Adult
TXN000822,2024-06-16,CUST02898,48,Male,North,Monitor,2,98,4,Computers,19000,38000,Sufficient,Middle-Aged
TXN000823,2023-04-11,CUST00951,26,Female,South,Speaker,2,50,1,Accessories,8500,17000,Sufficient,Adult
TXN000824,2023-11-26,CUST03981,67,Female,East,Smartphone,1,292,3,Electronics,12000,12000,Sufficient,Senior
TXN000825,2024-08-09,CUST00831,32,Male,North,Headphones,2,128,2,Accessories,1500,3000,Sufficient,Adult
TXN000826,2023-11-06,CUST04909,34,Female,North,Monitor,2,11,3,Computers,19000,38000,Low,Adult
TXN000827,2023-10-04,CUST02665,61,Female,East,Headphones,3,58,5,Accessories,1500,4500,Sufficient,Senior
TXN000828,2023-08-16,CUST00937,37,Male,East,Monitor,3,172,3,Computers,24000,72000,Sufficient,Adult
TXN000829,2023-08-13,CUST02524,19,Female,South,Smartwatch,2,69,4,Wearables,10000,20000,Sufficient,Young
TXN000830,2024-06-20,CUST04544,41,Male,West,Smartphone,3,92,4,Electronics,28000,84000,Sufficient,Middle-Aged
TXN000831,2024-09-16,CUST00197,45,Male,North,Monitor,2,118,6,Computers,14000,28000,Sufficient,Middle-Aged
TXN000832,2023-05-31,CUST00604,38,Female,South,Headphones,1,17,3,Accessories,1500,1500,Low,Adult
TXN000833,2024-06-28,CUST00945,18,Female,East,Tablet,2,240,4,Computers,22000,44000,Sufficient,Young
TXN000834,2023-08-28,CUST03870,18,Female,South,Tablet,1,18,3,Computers,22000,22000,Low,Young
TXN000835,2024-02-07,CUST01916,64,Male,North,Camera,1,115,2,Electronics,25000,25000,Sufficient,Senior
TXN000836,2023-08-09,CUST03675,40,Female,East,Tablet,2,116,1,Computers,22000,44000,Sufficient,Adult
TXN000837,2023-08-27,CUST04369,52,Female,North,Smartwatch,3,147,4,Wearables,4000,12000,Sufficient,Middle-Aged
TXN000838,2024-04-18,CUST00319,62,Male,East,Laptop,1,259,1,Computers,55000,55000,Sufficient,Senior
TXN000839,2023-05-02,CUST00653,48,Female,South,Camera,1,138,4,Electronics,25000,25000,Sufficient,Middle-Aged
TXN000840,2023-08-04,CUST02356,36,Female,East,Headphones,3,261,6,Accessories,3500,10500,Sufficient,Adult
TXN000841,2024-04-28,CUST02000,45,Female,South,Smartwatch,1,106,2,Wearables,8000,8000,Sufficient,Middle-Aged
TXN000842,2024-09-09,CUST04600,27,Male,West,Camera,3,187,2,Electronics,55000,165000,Sufficient,Adult
TXN000843,2023-10-08,CUST01784,54,Female,South,Smartwatch,1,14,6,Wearables,10000,10000,Low,Middle-Aged
TXN000844,2024-12-04,CUST01853,66,Female,South,Monitor,2,170,5,Computers,14000,28000,Sufficient,Senior
TXN000845,2023-06-07,CUST03376,31,Male,South,Monitor,3,62,1,Computers,14000,42000,Sufficient,Adult
TXN000846,2024-06-05,CUST00011,43,Female,East,Smartphone,1,214,5,Electronics,28000,28000,Sufficient,Middle-Aged
TXN000847,2024-07-02,CUST03920,53,Male,West,Smartwatch,1,122,6,Wearables,10000,10000,Sufficient,Middle-Aged
TXN000848,2024-05-12,CUST01749,24,Female,North,Monitor,1,259,3,Computers,9000,9000,Sufficient,Young
TXN000849,2023-04-24,CUST02084,55,Female,West,Camera,2,60,1,Electronics,45000,90000,Sufficient,Middle-Aged
TXN000850,2024-02-26,CUST03833,24,Female,East,Smartphone,2,49,5,Electronics,22000,44000,Sufficient,Young
TXN000851,2023-05-17,CUST03684,32,Female,East,Tablet,2,277,2,Computers,18000,36000,Sufficient,Adult
TXN000852,2024-09-22,CUST00638,52,Male,South,Monitor,3,52,1,Computers,9000,27000,Sufficient,Middle-Aged
TXN000853,2023-06-13,CUST00232,32,Male,North,Headphones,1,44,4,Accessories,1500,1500,Sufficient,Adult
TXN000854,2023-05-10,CUST01485,36,Male,South,Monitor,2,52,3,Computers,24000,48000,Sufficient,Adult
TXN000855,2023-07-20,CUST03387,36,Female,East,Laptop,1,214,3,Computers,75000,75000,Sufficient,Adult
TXN000856,2024-06-18,CUST04995,41,Male,East,Speaker,3,216,1,Accessories,4500,13500,Sufficient,Middle-Aged
TXN000857,2024-08-11,CUST02765,29,Female,South,Headphones,3,182,4,Accessories,2500,7500,Sufficient,Adult
TXN000858,2024-07-28,CUST02256,52,Male,South,Speaker,3,244,1,Accessories,2500,7500,Sufficient,Middle-Aged
TXN000859,2023-03-24,CUST03841,19,Female,West,Headphones,3,173,3,Accessories,2500,7500,Sufficient,Young
TXN000860,2024-10-07,CUST03409,27,Female,South,Smartphone,1,251,1,Electronics,12000,12000,Sufficient,Adult
TXN000861,2024-04-11,CUST00734,43,Female,West,Camera,2,124,1,Electronics,55000,110000,Sufficient,Middle-Aged
TXN000862,2023-09-21,CUST01727,47,Female,South,Tablet,3,290,2,Computers,32000,96000,Sufficient,Middle-Aged
TXN000863,2023-08-29,CUST00121,42,Female,East,Tablet,3,52,1,Computers,18000,54000,Sufficient,Middle-Aged
TXN000864,2023-01-29,CUST00685,28,Male,North,Smartphone,1,192,4,Electronics,12000,12000,Sufficient,Adult
TXN000865,2024-06-27,CUST00542,39,Female,North,Headphones,3,46,4,Accessories,2500,7500,Sufficient,Adult
TXN000866,2024-05-30,CUST04612,58,Male,South,Tablet,3,56,6,Computers,22000,66000,Sufficient,Senior
TXN000867,2024-09-20,CUST04825,45,Male,North,Tablet,2,223,3,Computers,22000,44000,Sufficient,Middle-Aged
TXN000868,2023-02-26,CUST01119,19,Female,South,Speaker,2,292,5,Accessories,8500,17000,Sufficient,Young
TXN000869,2024-12-31,CUST04479,43,Male,East,Smartwatch,1,53,1,Wearables,6000,6000,Sufficient,Middle-Aged
TXN000870,2024-02-09,CUST03149,51,Female,West,Laptop,3,113,6,Computers,65000,195000,Sufficient,Middle-Aged
TXN000871,2023-05-01,CUST04668,34,Male,East,Laptop,1,261,1,Computers,55000,55000,Sufficient,Adult
TXN000872,2024-03-28,CUST00978,48,Female,North,Camera,2,93,4,Electronics,45000,90000,Sufficient,Middle-Aged
TXN000873,2023-07-31,CUST00545,45,Male,North,Smartwatch,3,54,5,Wearables,6000,18000,Sufficient,Middle-Aged
TXN000874,2023-01-18,CUST02711,41,Male,North,Smartwatch,1,55,3,Wearables,6000,6000,Sufficient,Middle-Aged
TXN000875,2023-08-22,CUST01037,55,Male,North,Monitor,2,96,1,Computers,24000,48000,Sufficient,Middle-Aged
TXN000876,2023-11-01,CUST04214,36,Female,South,Smartphone,2,119,4,Electronics,22000,44000,Sufficient,Adult
TXN000877,2024-04-24,CUST00487,48,Female,South,Monitor,2,224,2,Computers,14000,28000,Sufficient,Middle-Aged
TXN000878,2024-11-23,CUST04829,61,Female,North,Laptop,2,250,6,Computers,55000,110000,Sufficient,Senior
TXN000879,2023-07-28,CUST01496,46,Female,South,Camera,3,56,6,Electronics,55000,165000,Sufficient,Middle-Aged
TXN000880,2023-08-03,CUST01091,20,Female,West,Monitor,2,179,1,Computers,9000,18000,Sufficient,Young
TXN000881,2024-06-05,CUST02290,51,Male,South,Smartphone,1,140,6,Electronics,18000,18000,Sufficient,Middle-Aged
TXN000882,2023-11-16,CUST00560,23,Male,North,Camera,2,277,5,Electronics,35000,70000,Sufficient,Young
TXN000883,2023-06-18,CUST01454,52,Male,East,Smartwatch,2,15,3,Wearables,8000,16000,Low,Middle-Aged
TXN000884,2024-12-31,CUST01060,63,Male,South,Smartphone,3,94,3,Electronics,12000,36000,Sufficient,Senior
TXN000885,2024-10-15,CUST02606,27,Male,East,Headphones,2,255,6,Accessories,2500,5000,Sufficient,Adult
TXN000886,2023-01-26,CUST02819,53,Female,West,Speaker,2,125,6,Accessories,2500,5000,Sufficient,Middle-Aged
TXN000887,2024-11-20,CUST00390,45,Female,West,Headphones,3,98,1,Accessories,3500,10500,Sufficient,Middle-Aged
TXN000888,2024-10-28,CUST03516,31,Male,South,Tablet,2,102,6,Computers,22000,44000,Sufficient,Adult
TXN000889,2023-10-28,CUST02134,65,Male,West,Laptop,2,91,6,Computers,45000,90000,Sufficient,Senior
TXN000890,2024-01-01,CUST02749,69,Female,South,Speaker,3,48,4,Accessories,2500,7500,Sufficient,Senior
TXN000891,2023-08-11,CUST04097,27,Male,South,Smartwatch,2,186,5,Wearables,8000,16000,Sufficient,Adult
TXN000892,2024-06-18,CUST02204,31,Male,East,Camera,2,257,4,Electronics,45000,90000,Sufficient,Adult
TXN000893,2024-05-09,CUST01852,48,Female,East,Speaker,1,278,1,Accessories,4500,4500,Sufficient,Middle-Aged
TXN000894,2024-07-08,CUST04235,45,Male,West,Smartphone,1,298,2,Electronics,12000,12000,Sufficient,Middle-Aged
TXN000895,2023-05-22,CUST04461,37,Male,West,Tablet,3,135,2,Computers,27000,81000,Sufficient,Adult
TXN000896,2024-08-28,CUST03940,46,Female,West,Monitor,2,51,1,Computers,14000,28000,Sufficient,Middle-Aged
TXN000897,2024-04-05,CUST04358,50,Male,East,Speaker,1,275,4,Accessories,8500,8500,Sufficient,Middle-Aged
TXN000898,2024-10-12,CUST00040,60,Male,West,Smartphone,2,144,2,Electronics,28000,56000,Sufficient,Senior
TXN000899,2023-10-07,CUST04848,43,Male,West,Monitor,2,231,3,Computers,24000,48000,Sufficient,Middle-Aged
TXN000900,2023-04-20,CUST00807,20,Female,South,Smartphone,3,14,4,Electronics,28000,84000,Low,Young
TXN000901,2023-09-21,CUST02097,31,Female,South,Tablet,2,292,3,Computers,18000,36000,Sufficient,Adult
TXN000902,2024-04-16,CUST01767,27,Male,South,Tablet,2,233,4,Computers,32000,64000,Sufficient,Adult
TXN000903,2024-03-25,CUST04406,23,Male,West,Monitor,3,218,2,Computers,19000,57000,Sufficient,Young
TXN000904,2023-08-03,CUST04413,34,Male,West,Monitor,2,248,4,Computers,19000,38000,Sufficient,Adult
TXN000905,2023-06-17,CUST04074,67,Male,West,Smartphone,1,211,3,Electronics,22000,22000,Sufficient,Senior
TXN000906,2023-07-27,CUST00556,51,Male,South,Camera,2,245,5,Electronics,55000,110000,Sufficient,Middle-Aged
TXN000907,2024-08-05,CUST03354,60,Male,North,Smartphone,3,274,5,Electronics,22000,66000,Sufficient,Senior
TXN000908,2024-06-22,CUST01899,66,Female,North,Headphones,1,105,6,Accessories,1500,1500,Sufficient,Senior
TXN000909,2024-01-11,CUST02244,26,Female,East,Headphones,2,59,3,Accessories,2500,5000,Sufficient,Adult
TXN000910,2024-03-02,CUST01966,47,Male,South,Speaker,2,263,6,Accessories,8500,17000,Sufficient,Middle-Aged
TXN000911,2024-04-05,CUST02934,51,Female,South,Headphones,2,162,4,Accessories,4500,9000,Sufficient,Middle-Aged
TXN000912,2023-12-31,CUST01202,66,Female,South,Tablet,1,26,3,Computers,27000,27000,Sufficient,Senior
TXN000913,2024-03-17,CUST04066,35,Male,North,Smartphone,2,196,6,Electronics,22000,44000,Sufficient,Adult
TXN000914,2024-03-15,CUST02949,43,Male,West,Camera,3,234,3,Electronics,55000,165000,Sufficient,Middle-Aged
TXN000915,2023-05-18,CUST01357,38,Male,East,Laptop,1,28,2,Computers,75000,75000,Sufficient,Adult
TXN000916,2023-11-04,CUST01258,19,Female,North,Speaker,2,125,1,Accessories,4500,9000,Sufficient,Young
TXN000917,2023-02-27,CUST04695,57,Female,South,Tablet,2,72,5,Computers,32000,64000,Sufficient,Senior
TXN000918,2023-05-09,CUST02216,53,Male,East,Monitor,2,10,4,Computers,19000,38000,Low,Middle-Aged
TXN000919,2024-01-07,CUST00438,44,Female,South,Laptop,3,26,4,Computers,55000,165000,Sufficient,Middle-Aged
TXN000920,2023-10-20,CUST04670,24,Female,North,Camera,1,240,3,Electronics,35000,35000,Sufficient,Young
TXN000921,2023-01-13,CUST02700,58,Female,South,Tablet,1,206,1,Computers,27000,27000,Sufficient,Senior
TXN000922,2024-09-09,CUST00164,28,Female,North,Tablet,1,43,5,Computers,18000,18000,Sufficient,Adult
TXN000923,2024-01-01,CUST03186,53,Female,East,Laptop,1,140,6,Computers,65000,65000,Sufficient,Middle-Aged
TXN000924,2024-11-22,CUST01672,44,Female,North,Headphones,1,50,5,Accessories,1500,1500,Sufficient,Middle-Aged
TXN000925,2024-01-16,CUST01368,48,Female,West,Headphones,2,133,4,Accessories,1500,3000,Sufficient,Middle-Aged
TXN000926,2023-04-23,CUST04956,35,Female,West,Smartwatch,3,83,3,Wearables,10000,30000,Sufficient,Adult
TXN000927,2024-02-29,CUST00345,46,Male,West,Laptop,3,86,3,Computers,55000,165000,Sufficient,Middle-Aged
TXN000928,2023-11-12,CUST04850,64,Male,North,Smartwatch,2,169,5,Wearables,10000,20000,Sufficient,Senior
TXN000929,2023-09-22,CUST03289,21,Male,North,Headphones,2,161,3,Accessories,4500,9000,Sufficient,Young
TXN000930,2023-04-11,CUST04080,28,Female,North,Laptop,2,43,3,Computers,65000,130000,Sufficient,Adult
